test_avg_loss,test_avg_acc,val_avg_loss,val_avg_acc,best_step,best_val_acc
2.4415173955758416,0.11301715438950555,2.444904978275299,0.10949641739832476,0,0.10949641739832476
2.43342505077521,0.11321897073662966,2.440939812660217,0.11080835603996367,10,0.11080835603996367
2.428975147803625,0.11342078708375379,2.4351834175984064,0.11121202946816026,20,0.11121202946816026
2.432141769528389,0.11352169525731584,2.4211944152911506,0.11121202946816026,20,0.11121202946816026
2.4239469063282013,0.11342078708375379,2.4291459544499716,0.1111111111111111,20,0.11121202946816026
2.4187052450577418,0.11352169525731584,2.417370878855387,0.11181753961045514,50,0.11181753961045514
2.4115687092145284,0.11432896064581231,2.4148541774352394,0.11353315168029064,60,0.11353315168029064
2.4124613136053084,0.11473259334006054,2.415128744045893,0.11363407003733979,70,0.11363407003733979
2.4041472709178926,0.11543895055499495,2.405661664803823,0.11423958017963468,80,0.11423958017963468
2.4054216235876082,0.11513622603430877,2.402473524212837,0.11534968210717529,90,0.11534968210717529
2.402596174875895,0.11564076690211907,2.4026620725790657,0.11585427389242103,100,0.11585427389242103
2.3966374891996383,0.11604439959636731,2.3972847179571786,0.11625794732061762,110,0.11625794732061762
2.386475240389506,0.11715438950554995,2.390975809494654,0.11726713089110909,120,0.11726713089110909
2.385800858537356,0.11725529767911201,2.3837868746121726,0.11777172267635483,130,0.11777172267635483
2.3853349190950395,0.11735620585267406,2.3797547338406244,0.11888182460389544,140,0.11888182460389544
2.3810882389545442,0.11735620585267406,2.37936388750871,0.1191845796750429,150,0.1191845796750429
2.3760026236375174,0.11816347124117053,2.3778465855121613,0.11928549803209204,160,0.11928549803209204
2.379009125431379,0.11886982845610494,2.377182304660479,0.12059743667373095,170,0.12059743667373095
2.373170892993609,0.11967709384460141,2.375525558193525,0.12130386517307498,180,0.12130386517307498
2.370984968741735,0.12129162462159435,2.3743080367644627,0.12231304874356645,190,0.12231304874356645
2.3672132923205695,0.12098890010090817,2.369720712105433,0.12301947724291049,200,0.12301947724291049
2.3662175965309142,0.1211907164480323,2.361591048638026,0.1241295791704511,210,0.1241295791704511
2.3641522111495337,0.12139253279515641,2.365706883072853,0.12362498738520537,210,0.1241295791704511
2.3638731241226196,0.12179616548940464,2.3546064166227976,0.12342315067110707,210,0.1241295791704511
2.355340333779653,0.12149344096871846,2.358920048276583,0.12332223231405792,210,0.1241295791704511
2.3534467657407125,0.12219979818365287,2.34899365345637,0.12332223231405792,210,0.1241295791704511
2.3562290501594543,0.12270433905146316,2.3532901853322983,0.12352406902815623,210,0.1241295791704511
2.353521490097046,0.12351160443995964,2.3518877015511195,0.12382682409930366,210,0.1241295791704511
2.3449443246920905,0.12371342078708375,2.3485186556975046,0.12473508931274599,280,0.12473508931274599
2.345330013632774,0.12441977800201816,2.3472003694375356,0.12584519124028662,290,0.12584519124028662
2.3454372481505077,0.1250252270433905,2.3419466378291447,0.12665253809667978,300,0.12665253809667978
2.345062122543653,0.12573158425832492,2.349335270524025,0.12786355838126956,310,0.12786355838126956
2.3400927539666494,0.12573158425832492,2.3422384973367056,0.12685437481077808,310,0.12786355838126956
2.3372435396909714,0.1260343087790111,2.3388561073939003,0.12705621152487637,310,0.12786355838126956
2.3313119570414225,0.12663975782038345,2.337447855671247,0.12786355838126956,310,0.12786355838126956
2.3412732952833175,0.12663975782038345,2.3401660086711247,0.1290745786658593,350,0.1290745786658593
2.334234268069267,0.1277497477295661,2.331883640885353,0.12978100716520335,360,0.12978100716520335
2.3357436257600783,0.12815338042381433,2.331095286210378,0.13038651730749823,370,0.13038651730749823
2.334115250110626,0.12865792129162462,2.3356706643104554,0.13018468059339994,370,0.13038651730749823
2.326343292792638,0.12936427850655904,2.3287470348676047,0.1298819255222525,370,0.13038651730749823
2.3231003014246623,0.12996972754793137,2.3251008450984956,0.13058835402159652,400,0.13058835402159652
2.3254465331633885,0.12986881937436934,2.3209293035666145,0.1300837622363508,400,0.13058835402159652
2.3248659509420393,0.13057517658930373,2.318816233277321,0.13028559895044908,400,0.13058835402159652
2.316718736489614,0.1303733602421796,2.320746521949768,0.13109294580684228,430,0.13109294580684228
2.316595235268275,0.13047426841574167,2.3180293583869935,0.13119386416389142,440,0.13119386416389142
2.3173112785816192,0.13148335015136225,2.316189700762431,0.1307901907356948,440,0.13119386416389142
2.3146441054344176,0.13239152371342078,2.3153517045577368,0.13058835402159652,440,0.13119386416389142
2.3119015447298685,0.13269424823410697,2.3213381216923397,0.13038651730749823,440,0.13119386416389142
2.310118706425031,0.13370332996972756,2.3115897301832833,0.13099202744979313,440,0.13119386416389142
2.3152832957108815,0.1336024217961655,2.310677121678988,0.13038651730749823,440,0.13119386416389142
2.313025193015734,0.13461150353178608,2.30620087047418,0.1307901907356948,440,0.13119386416389142
2.309470631678899,0.13521695257315844,2.306503403186798,0.13220304773438288,510,0.13220304773438288
2.3028404702742895,0.13642785065590313,2.3024738095204036,0.13240488444848117,520,0.13240488444848117
2.3040312083562218,0.13683148335015136,2.2976341976722083,0.13381774144716924,530,0.13381774144716924
2.2975524415572486,0.13713420787083755,2.3008842968940737,0.13482692501766072,540,0.13482692501766072
2.3009740787744524,0.13743693239152371,2.2977258964379628,0.13492784337470987,550,0.13492784337470987
2.2993056750297547,0.13834510595358224,2.294889889359474,0.13472600666061157,550,0.13492784337470987
2.3032122912009556,0.137941473259334,2.292668224374453,0.13553335351700474,570,0.13553335351700474
2.2956540195147195,0.13824419778002017,2.2954270680745443,0.13583610858815218,580,0.13583610858815218
